user_id,age,country,subscription_type,registration_date,total_watch_time_hours,age_group
U2578,30,Chile,Standard,2022-01-22,340.9,21-30 years
U2581,43,Chile,Basic,2022-03-12,491.3,41-50 years
U2582,23,Colombia,Basic,2022-11-17,405.3,21-30 years
U2583,32,Argentina,Premium,2022-07-30,646.0,31-40 years
U2584,43,Mexico,Standard,2022-01-28,529.2,41-50 years
U2585,52,Argentina,Premium,2023-01-08,854.4,51-60 years
U2586,46,Argentina,Standard,2022-07-19,267.4,41-50 years
U2587,51,Colombia,Basic,2022-11-15,310.6,51-60 years
U2588,36,Mexico,Basic,2022-01-12,172.3,31-40 years
U2589,20,Chile,Basic,2023-06-01,491.9,11-20 years
U2590,24,Mexico,Basic,2023-06-23,432.0,21-30 years
U2591,25,Mexico,Standard,2023-08-05,385.3,21-30 years
U2592,27,Chile,Standard,2022-09-24,112.9,21-30 years
U2593,25,Chile,Premium,2023-04-24,325.5,21-30 years
U2594,37,Chile,Basic,2022-03-06,333.0,31-40 years
U2595,36,Colombia,Standard,2022-07-13,264.7,31-40 years
U2596,62,Chile,Basic,2023-06-17,148.4,61-70 years
U2597,56,Argentina,Basic,2023-07-03,305.7,51-60 years
U2598,59,Colombia,Standard,2023-08-18,413.0,51-60 years
U2599,23,Mexico,Standard,2023-09-24,523.9,21-30 years
U2600,32,Colombia,Basic,2023-07-03,167.2,31-40 years
U2601,37,Chile,Basic,2023-11-24,297.7,31-40 years
U2602,53,Argentina,Standard,2022-05-07,352.1,51-60 years
U2603,20,Colombia,Basic,2022-01-12,534.2,11-20 years
U2604,65,Chile,Standard,2023-10-06,441.0,61-70 years
U2605,39,Chile,Standard,2023-05-28,84.8,31-40 years
U2606,58,Chile,Basic,2023-12-20,14.7,51-60 years
U2607,21,Argentina,Premium,2023-10-12,768.7,21-30 years
U2608,27,Colombia,Standard,2023-09-04,531.7,21-30 years
U2609,51,Mexico,Standard,2022-04-29,332.3,51-60 years
U2610,65,Chile,Basic,2023-01-04,259.4,61-70 years
U2611,58,Argentina,Standard,2022-12-04,142.5,51-60 years
U2612,48,Mexico,Standard,2022-09-19,76.8,41-50 years
U2613,31,Colombia,Basic,2022-03-17,354.4,31-40 years
U2614,56,Colombia,Basic,2023-05-18,11.8,51-60 years
U2615,39,Peru,Premium,2023-10-29,884.8,31-40 years
U2616,56,Colombia,Basic,2023-05-17,265.1,51-60 years
U2617,38,Chile,Basic,2024-01-07,180.8,31-40 years
U2618,20,Colombia,Standard,2023-08-08,497.1,11-20 years
U2619,59,Argentina,Standard,2024-02-19,76.1,51-60 years
U2620,30,Peru,Premium,2022-09-30,758.1,21-30 years
U2621,22,Peru,Premium,2023-06-02,338.5,21-30 years
U2622,44,Colombia,Premium,2022-04-19,163.3,41-50 years
U2623,19,Colombia,Basic,2023-12-02,380.9,11-20 years
U2624,60,Mexico,Premium,2022-02-11,825.2,51-60 years
U2625,63,Mexico,Basic,2022-12-08,105.9,61-70 years
U2626,63,Chile,Standard,2023-04-23,524.7,61-70 years
U2627,58,Argentina,Premium,2022-01-07,565.5,51-60 years
U2628,24,Mexico,Standard,2022-08-18,42.0,21-30 years
U2629,58,Colombia,Standard,2023-04-24,356.7,51-60 years
U2630,60,Colombia,Basic,2022-07-02,366.3,51-60 years
U2631,34,Mexico,Basic,2023-12-10,390.5,31-40 years
U2632,62,Argentina,Premium,2022-12-13,395.6,61-70 years
U2633,39,Chile,Standard,2023-02-12,588.9,31-40 years
U2634,43,Argentina,Standard,2023-11-07,63.9,41-50 years
U2635,41,Argentina,Basic,2022-07-07,342.3,41-50 years
U2636,40,Argentina,Standard,2023-02-10,442.1,31-40 years
U2637,48,Colombia,Premium,2023-11-18,228.7,41-50 years
U2638,42,Colombia,Basic,2023-09-13,195.7,41-50 years
U2639,59,Mexico,Basic,2022-04-01,378.7,51-60 years
U2640,31,Colombia,Basic,2023-07-09,298.7,31-40 years
U2641,33,Argentina,Basic,2024-01-30,240.4,31-40 years
U2642,57,Peru,Basic,2023-11-14,430.5,51-60 years
U2643,54,Mexico,Basic,2022-12-17,166.3,51-60 years
U2644,32,Argentina,Premium,2024-01-16,386.7,31-40 years
U2645,19,Chile,Basic,2022-02-09,490.3,11-20 years
U2646,49,Mexico,Standard,2024-02-13,317.5,41-50 years
U2647,24,Chile,Standard,2022-01-07,545.9,21-30 years
U2648,22,Colombia,Basic,2023-09-21,147.1,21-30 years
U2649,51,Peru,Premium,2022-08-24,105.8,51-60 years
U2650,25,Argentina,Standard,2023-02-24,561.1,21-30 years
U2651,23,Argentina,Standard,2023-03-15,120.3,21-30 years
U2652,42,Colombia,Premium,2022-06-28,584.9,41-50 years
U2653,42,Mexico,Standard,2024-02-03,586.2,41-50 years
U2654,36,Peru,Standard,2024-02-07,233.8,31-40 years
U2655,29,Mexico,Standard,2022-12-07,264.6,21-30 years
U2656,52,Mexico,Basic,2022-10-05,85.2,51-60 years
U2657,52,Mexico,Premium,2022-11-28,532.1,51-60 years
U2658,50,Mexico,Premium,2023-11-05,560.6,41-50 years
U2659,48,Argentina,Basic,2022-12-19,272.8,41-50 years
U2660,58,Mexico,Basic,2023-07-18,105.5,51-60 years
U2661,59,Colombia,Standard,2023-10-06,489.1,51-60 years
U2662,19,Mexico,Standard,2023-03-09,402.1,11-20 years
U2664,20,Chile,Standard,2022-03-13,139.7,11-20 years
U2665,44,Mexico,Premium,2023-04-25,493.4,41-50 years
U2666,26,Argentina,Basic,2023-09-02,329.3,21-30 years
U2667,63,Colombia,Standard,2024-01-29,381.7,61-70 years
U2668,22,Mexico,Premium,2022-07-30,644.1,21-30 years
U2669,48,Colombia,Basic,2022-02-03,331.4,41-50 years
U2670,52,Mexico,Standard,2023-11-09,391.1,51-60 years
U2671,41,Mexico,Premium,2023-04-14,495.6,41-50 years
U2672,37,Peru,Basic,2022-08-15,174.8,31-40 years
U2673,23,Mexico,Basic,2023-05-14,324.1,21-30 years
U2675,55,Peru,Basic,2022-05-08,169.9,51-60 years
U2676,21,Peru,Basic,2023-09-29,458.8,21-30 years
U2677,18,Mexico,Basic,2024-02-14,279.4,11-20 years
U2678,57,Argentina,Basic,2023-06-10,378.7,51-60 years
U2679,20,Argentina,Premium,2022-01-16,869.4,11-20 years
U2680,61,Colombia,Standard,2022-10-24,327.0,61-70 years
U2681,58,Chile,Premium,2022-09-29,394.2,51-60 years
U2682,32,Argentina,Standard,2023-11-20,269.0,31-40 years
U2683,51,Colombia,Premium,2023-02-11,130.9,51-60 years
U2684,38,Argentina,Basic,2023-12-16,11.1,31-40 years
U2685,18,Colombia,Basic,2023-10-26,225.8,11-20 years
U2686,30,Argentina,Standard,2023-10-05,89.2,21-30 years
U2687,49,Colombia,Basic,2022-08-25,337.0,41-50 years
U2688,21,Chile,Basic,2022-03-14,522.0,21-30 years
U2690,23,Colombia,Basic,2022-07-14,422.8,21-30 years
U2691,38,Colombia,Standard,2022-10-30,304.2,31-40 years
U2692,47,Colombia,Premium,2023-11-09,819.6,41-50 years
U2693,46,Colombia,Premium,2022-01-03,879.7,41-50 years
U2694,54,Argentina,Premium,2023-12-13,583.7,51-60 years
U2695,25,Argentina,Standard,2022-11-05,77.6,21-30 years
U2696,49,Argentina,Premium,2022-06-07,278.0,41-50 years
U2697,44,Argentina,Premium,2023-06-22,763.3,41-50 years
U2698,59,Colombia,Standard,2022-05-12,406.1,51-60 years
U2699,63,Colombia,Standard,2023-03-13,528.1,61-70 years
U2700,22,Chile,Standard,2023-07-04,76.7,21-30 years
U2701,37,Chile,Premium,2023-05-14,629.7,31-40 years
U2702,61,Mexico,Basic,2024-02-11,381.7,61-70 years
U2703,28,Mexico,Basic,2023-11-26,162.4,21-30 years
U2704,37,Chile,Premium,2022-11-15,423.5,31-40 years
U2705,38,Mexico,Standard,2023-06-14,195.2,31-40 years
U2706,31,Peru,Basic,2022-04-15,426.8,31-40 years
U2707,48,Argentina,Standard,2022-02-08,350.9,41-50 years
U2708,36,Peru,Standard,2023-03-28,258.6,31-40 years
U2709,50,Colombia,Standard,2022-11-10,288.7,41-50 years
U2710,46,Colombia,Standard,2022-11-25,518.1,41-50 years
U2711,37,Mexico,Standard,2023-07-11,215.2,31-40 years
U2712,19,Mexico,Basic,2024-03-01,524.3,11-20 years
U2713,57,Colombia,Premium,2023-12-19,89.0,51-60 years
U2714,31,Mexico,Premium,2023-12-04,639.3,31-40 years
U2715,36,Argentina,Standard,2022-08-30,341.5,31-40 years
U2716,38,Argentina,Basic,2023-12-06,98.2,31-40 years
U2717,33,Colombia,Basic,2023-10-27,472.6,31-40 years
U2718,45,Mexico,Standard,2022-10-24,277.6,41-50 years
U2719,34,Chile,Standard,2023-05-06,535.8,31-40 years
U2720,42,Argentina,Standard,2023-12-17,487.8,41-50 years
U2721,47,Colombia,Standard,2022-09-24,130.6,41-50 years
U2722,34,Colombia,Premium,2023-08-22,242.5,31-40 years
U2723,38,Colombia,Standard,2022-01-07,339.1,31-40 years
U2724,36,Argentina,Standard,2023-12-13,559.8,31-40 years
U2725,54,Argentina,Premium,2022-06-26,60.4,51-60 years
U2726,57,Mexico,Basic,2022-08-15,302.2,51-60 years
U2727,63,Mexico,Basic,2023-10-09,288.4,61-70 years
U2728,31,Mexico,Premium,2022-12-27,192.0,31-40 years
U2729,22,Argentina,Standard,2023-05-06,199.4,21-30 years
U2730,29,Argentina,Basic,2022-09-21,253.5,21-30 years
U2731,38,Colombia,Premium,2023-03-14,498.3,31-40 years
U2732,53,Mexico,Basic,2022-04-26,435.5,51-60 years
U2733,25,Mexico,Standard,2023-08-01,503.4,21-30 years
U2734,42,Chile,Basic,2022-08-13,64.9,41-50 years
U2735,64,Colombia,Standard,2022-07-13,117.5,61-70 years
U2736,18,Mexico,Standard,2024-01-22,164.8,11-20 years
U2737,42,Peru,Basic,2022-10-13,91.2,41-50 years
U2738,39,Colombia,Standard,2023-07-21,580.4,31-40 years
U2739,43,Mexico,Standard,2023-02-16,223.8,41-50 years
U2740,48,Colombia,Basic,2023-04-06,400.2,41-50 years
U2741,56,Chile,Basic,2023-06-26,243.8,51-60 years
U2742,63,Mexico,Standard,2023-06-25,224.6,61-70 years
U2743,58,Mexico,Basic,2022-02-15,407.6,51-60 years
U2744,44,Colombia,Basic,2022-02-10,344.4,41-50 years
U2745,41,Colombia,Basic,2023-01-01,179.3,41-50 years
U2746,42,Peru,Basic,2023-08-04,129.0,41-50 years
U2747,20,Mexico,Standard,2022-01-26,535.4,11-20 years
U2748,19,Peru,Basic,2023-09-22,425.3,11-20 years
U2749,42,Argentina,Basic,2023-07-21,344.5,41-50 years
U2750,63,Argentina,Standard,2022-06-28,246.1,61-70 years
U2751,64,Chile,Basic,2022-03-05,392.4,61-70 years
U2752,23,Mexico,Standard,2022-01-15,87.8,21-30 years
U2753,39,Mexico,Basic,2023-10-12,38.8,31-40 years
U2754,52,Chile,Premium,2022-10-15,742.4,51-60 years
U2755,36,Mexico,Basic,2023-04-15,439.5,31-40 years
U2756,23,Colombia,Standard,2023-08-21,110.2,21-30 years
U2757,35,Colombia,Basic,2024-01-18,381.8,31-40 years
U2758,42,Argentina,Premium,2022-06-23,478.7,41-50 years
U2759,38,Peru,Standard,2023-04-13,386.0,31-40 years
U2760,53,Mexico,Basic,2024-01-17,28.3,51-60 years
U2761,47,Colombia,Standard,2024-02-10,321.4,41-50 years
U2762,36,Argentina,Premium,2022-08-16,849.4,31-40 years
U2763,54,Colombia,Premium,2022-11-01,190.1,51-60 years
U2764,47,Mexico,Basic,2023-08-29,311.3,41-50 years
U2765,21,Mexico,Standard,2022-03-16,552.7,21-30 years
U2766,50,Argentina,Standard,2022-09-04,19.6,41-50 years
U2767,46,Colombia,Basic,2022-11-28,66.5,41-50 years
U2768,63,Argentina,Standard,2024-02-04,350.8,61-70 years
U2769,20,Argentina,Standard,2022-10-04,415.8,11-20 years
U2770,28,Argentina,Premium,2022-12-09,628.5,21-30 years
U2771,55,Chile,Standard,2023-10-18,287.7,51-60 years
U2772,65,Mexico,Basic,2022-08-04,166.8,61-70 years
U2773,44,Peru,Premium,2022-05-30,420.4,41-50 years
U2774,64,Peru,Basic,2023-01-05,346.2,61-70 years
U2775,29,Argentina,Standard,2023-03-22,280.9,21-30 years
U2776,34,Colombia,Basic,2022-04-20,410.6,31-40 years
U2777,58,Chile,Premium,2022-10-23,146.6,51-60 years
U2778,42,Argentina,Standard,2022-02-09,369.9,41-50 years
U2779,59,Chile,Basic,2022-11-11,367.8,51-60 years
U2780,63,Argentina,Basic,2023-12-28,419.7,61-70 years
U2781,42,Peru,Basic,2023-03-26,398.4,41-50 years
U2782,65,Chile,Standard,2023-04-25,472.0,61-70 years
U2783,40,Chile,Premium,2022-08-29,466.5,31-40 years
U2784,20,Argentina,Basic,2023-07-30,464.8,11-20 years
U2785,36,Mexico,Basic,2022-10-31,212.1,31-40 years
U2786,64,Argentina,Standard,2022-10-01,115.3,61-70 years
U2788,34,Mexico,Basic,2023-01-19,252.1,31-40 years
U2789,29,Mexico,Basic,2022-09-04,202.2,21-30 years
U2790,34,Colombia,Standard,2022-07-08,484.6,31-40 years
U2791,34,Mexico,Standard,2022-03-19,202.5,31-40 years
U2792,51,Mexico,Standard,2023-12-17,128.5,51-60 years
U2793,24,Chile,Standard,2023-07-12,350.8,21-30 years
U2794,39,Mexico,Standard,2022-12-12,282.0,31-40 years
U2795,53,Mexico,Premium,2023-03-09,794.1,51-60 years
U2796,24,Argentina,Basic,2023-02-20,294.0,21-30 years
U2797,18,Colombia,Standard,2022-01-26,411.4,11-20 years
U2798,47,Chile,Premium,2023-11-25,597.6,41-50 years
U2799,58,Argentina,Premium,2024-01-16,466.0,51-60 years
U2800,51,Argentina,Standard,2023-09-07,225.2,51-60 years
U2801,28,Colombia,Standard,2023-02-21,62.8,21-30 years
U2802,59,Argentina,Standard,2023-08-30,521.7,51-60 years
U2803,31,Argentina,Basic,2023-08-03,155.9,31-40 years
U2804,37,Argentina,Basic,2023-10-16,213.3,31-40 years
U2806,58,Chile,Basic,2023-11-16,229.1,51-60 years
U2807,54,Argentina,Standard,2022-12-15,355.8,51-60 years
U2808,65,Mexico,Basic,2023-09-10,370.2,61-70 years
U2809,37,Chile,Basic,2024-01-20,229.3,31-40 years
U2810,27,Chile,Basic,2022-10-29,331.0,21-30 years
U2811,37,Mexico,Basic,2022-02-27,393.9,31-40 years
U2813,23,Argentina,Standard,2023-11-06,42.4,21-30 years
U2814,49,Colombia,Basic,2023-05-02,398.5,41-50 years
U2815,34,Mexico,Standard,2024-01-14,502.6,31-40 years
U2816,30,Colombia,Basic,2022-12-18,28.4,21-30 years
U2817,46,Mexico,Premium,2023-09-05,826.2,41-50 years
U2818,43,Peru,Basic,2022-11-01,141.5,41-50 years
U2819,24,Argentina,Basic,2022-10-01,139.4,21-30 years
U2820,38,Argentina,Basic,2022-07-06,225.8,31-40 years
U2821,25,Chile,Basic,2023-01-21,26.3,21-30 years
U2822,46,Colombia,Standard,2024-02-07,483.6,41-50 years
U2823,51,Mexico,Standard,2022-01-25,170.3,51-60 years
U2824,37,Chile,Standard,2022-12-26,214.6,31-40 years
U2825,62,Colombia,Basic,2022-10-23,53.1,61-70 years
U2826,25,Mexico,Standard,2022-07-16,410.0,21-30 years
U2827,18,Peru,Premium,2023-11-28,434.0,11-20 years
U2828,19,Mexico,Premium,2023-02-03,199.4,11-20 years
U2829,65,Argentina,Basic,2023-02-13,140.0,61-70 years
U2830,63,Argentina,Basic,2022-06-13,231.2,61-70 years
U2831,65,Mexico,Standard,2022-12-11,219.5,61-70 years
U2832,22,Chile,Basic,2022-08-25,203.3,21-30 years
U2833,43,Mexico,Standard,2023-04-24,419.3,41-50 years
U2834,53,Argentina,Standard,2023-06-12,91.5,51-60 years
U2835,48,Argentina,Premium,2022-02-20,487.8,41-50 years
U2836,53,Peru,Standard,2023-01-27,29.8,51-60 years
U2837,29,Colombia,Basic,2023-12-15,49.3,21-30 years
U2838,62,Mexico,Standard,2024-01-17,45.8,61-70 years
U2839,30,Colombia,Standard,2022-06-24,316.4,21-30 years
U2840,23,Mexico,Standard,2022-02-11,320.2,21-30 years
U2841,41,Chile,Premium,2022-03-30,399.1,41-50 years
U2842,35,Peru,Standard,2023-04-08,108.3,31-40 years
U2843,48,Mexico,Basic,2023-05-31,145.6,41-50 years
U2844,48,Chile,Standard,2023-04-28,282.3,41-50 years
U2845,35,Argentina,Standard,2023-06-27,395.4,31-40 years
U2846,47,Argentina,Basic,2023-11-22,375.8,41-50 years
U2847,54,Argentina,Standard,2022-03-26,362.5,51-60 years
U2848,56,Mexico,Basic,2023-06-08,428.4,51-60 years
U2849,46,Colombia,Standard,2023-08-06,477.8,41-50 years
U2850,52,Argentina,Premium,2023-06-11,884.8,51-60 years
U2851,47,Peru,Basic,2023-08-29,38.2,41-50 years
U2852,25,Mexico,Standard,2022-04-06,27.3,21-30 years
U2853,19,Colombia,Basic,2024-01-28,311.5,11-20 years
U2854,43,Peru,Standard,2023-06-25,136.6,41-50 years
U2855,61,Argentina,Premium,2023-03-16,538.4,61-70 years
U2856,65,Mexico,Premium,2023-08-22,697.8,61-70 years
U2857,28,Argentina,Basic,2022-03-24,477.3,21-30 years
U2858,47,Colombia,Basic,2022-07-31,413.2,41-50 years
U2859,24,Peru,Standard,2022-05-30,560.0,21-30 years
U2860,24,Peru,Basic,2022-07-09,133.3,21-30 years
U2861,61,Chile,Standard,2022-07-04,495.1,61-70 years
U2862,46,Peru,Basic,2024-01-19,218.3,41-50 years
U2863,57,Colombia,Premium,2022-08-09,607.1,51-60 years
U2864,21,Mexico,Basic,2023-04-02,27.4,21-30 years
U2865,21,Mexico,Premium,2023-10-27,514.3,21-30 years
U2866,38,Peru,Standard,2022-01-10,389.7,31-40 years
U2868,52,Argentina,Standard,2023-09-13,180.9,51-60 years
U2869,56,Colombia,Standard,2022-04-25,169.3,51-60 years
U2870,36,Colombia,Premium,2022-04-26,201.6,31-40 years
U2871,50,Mexico,Premium,2023-03-16,225.2,41-50 years
U2872,51,Mexico,Standard,2022-12-05,96.6,51-60 years
U2873,50,Argentina,Basic,2023-12-24,255.2,41-50 years
U2874,25,Mexico,Basic,2023-11-22,74.7,21-30 years
U2875,47,Colombia,Basic,2022-01-21,304.5,41-50 years
U2876,45,Colombia,Basic,2022-12-01,362.2,41-50 years
U2877,61,Chile,Premium,2024-02-03,740.8,61-70 years
U2878,59,Argentina,Basic,2022-10-15,395.3,51-60 years
U2879,29,Argentina,Basic,2022-11-16,358.7,21-30 years
U2880,31,Peru,Basic,2022-08-03,284.9,31-40 years
U2881,28,Argentina,Standard,2023-07-06,526.0,21-30 years
U2882,28,Argentina,Basic,2022-06-08,534.8,21-30 years
U2883,65,Chile,Premium,2023-02-07,488.7,61-70 years
U2884,60,Argentina,Basic,2023-06-20,355.4,51-60 years
U2885,48,Mexico,Standard,2023-11-22,163.3,41-50 years
U2886,46,Mexico,Premium,2022-02-14,404.0,41-50 years
U2887,56,Colombia,Basic,2022-05-15,422.9,51-60 years
U2888,23,Mexico,Basic,2022-09-25,228.4,21-30 years
U2889,46,Colombia,Standard,2022-01-25,592.5,41-50 years
U2890,34,Argentina,Premium,2022-09-01,530.0,31-40 years
U2891,22,Argentina,Standard,2023-11-23,330.9,21-30 years
U2892,31,Mexico,Basic,2022-02-02,305.7,31-40 years
U2893,42,Peru,Basic,2023-12-27,56.0,41-50 years
U2894,25,Colombia,Premium,2023-08-18,816.7,21-30 years
U2895,62,Mexico,Premium,2023-11-27,690.9,61-70 years
U2896,53,Mexico,Standard,2023-03-31,143.4,51-60 years
U2897,37,Mexico,Basic,2022-03-06,342.1,31-40 years
U2898,30,Argentina,Standard,2022-12-06,267.2,21-30 years
U2899,46,Mexico,Standard,2023-02-08,77.6,41-50 years
U2900,36,Chile,Standard,2023-12-23,219.8,31-40 years
U2901,53,Mexico,Standard,2022-11-21,516.6,51-60 years
U2902,35,Mexico,Standard,2022-07-21,574.3,31-40 years
U2903,50,Colombia,Standard,2022-03-29,394.7,41-50 years
U2904,42,Colombia,Basic,2023-01-29,80.5,41-50 years
U2905,47,Colombia,Premium,2023-04-18,812.3,41-50 years
U2906,26,Chile,Basic,2023-10-12,450.0,21-30 years
U2907,57,Argentina,Standard,2022-04-18,124.8,51-60 years
U2908,40,Argentina,Basic,2022-10-17,171.3,31-40 years
U2909,65,Colombia,Premium,2023-10-24,337.0,61-70 years
U2910,43,Argentina,Premium,2024-02-03,318.7,41-50 years
U2911,22,Chile,Premium,2023-03-21,881.9,21-30 years
U2912,23,Chile,Basic,2023-09-13,388.4,21-30 years
U2913,47,Colombia,Basic,2023-04-02,342.9,41-50 years
U2914,24,Chile,Standard,2023-11-30,630.6,21-30 years
U2915,26,Peru,Basic,2024-01-08,385.7,21-30 years
U2916,51,Chile,Basic,2023-06-11,437.9,51-60 years
U2917,25,Argentina,Basic,2023-11-12,485.8,21-30 years
U2918,60,Chile,Standard,2022-02-05,477.9,51-60 years
U2919,26,Colombia,Standard,2023-04-02,38.1,21-30 years
U2920,45,Chile,Premium,2022-08-11,737.4,41-50 years
U2921,45,Chile,Premium,2023-04-12,253.8,41-50 years
U2922,36,Argentina,Basic,2023-09-21,282.9,31-40 years
U2923,51,Mexico,Standard,2023-09-26,329.1,51-60 years
U2924,54,Mexico,Standard,2024-02-06,479.9,51-60 years
U2925,25,Mexico,Basic,2022-03-16,471.1,21-30 years
U2926,64,Mexico,Basic,2022-11-09,344.7,61-70 years
U2927,52,Colombia,Standard,2023-03-27,261.0,51-60 years
U2928,51,Chile,Standard,2023-01-27,12.2,51-60 years
U2929,44,Argentina,Basic,2022-07-29,242.9,41-50 years
U2930,64,Chile,Standard,2024-01-25,393.5,61-70 years
U2931,45,Chile,Basic,2022-04-03,70.2,41-50 years
U2932,18,Peru,Basic,2023-07-11,382.2,11-20 years
U2933,38,Argentina,Basic,2024-02-29,436.8,31-40 years
U2934,32,Mexico,Standard,2022-07-08,319.7,31-40 years
U2935,49,Chile,Basic,2023-01-07,177.5,41-50 years
U2936,51,Colombia,Premium,2022-05-03,607.8,51-60 years
U2937,40,Argentina,Standard,2023-07-11,189.2,31-40 years
U2938,30,Argentina,Standard,2022-02-16,554.7,21-30 years
U2939,58,Peru,Basic,2022-08-30,247.2,51-60 years
U2940,59,Chile,Standard,2022-05-17,23.3,51-60 years
U2941,40,Mexico,Premium,2022-01-04,347.2,31-40 years
U2942,59,Mexico,Basic,2023-01-06,243.3,51-60 years
U2943,57,Colombia,Basic,2022-04-15,84.5,51-60 years
U2944,57,Chile,Basic,2023-11-04,81.3,51-60 years
U2945,52,Colombia,Basic,2022-11-12,376.5,51-60 years
U2946,65,Chile,Standard,2023-05-04,460.5,61-70 years
U2947,48,Argentina,Basic,2023-11-12,55.0,41-50 years
U2948,41,Mexico,Standard,2023-06-11,367.4,41-50 years
U2949,27,Colombia,Standard,2022-08-14,428.8,21-30 years
U2950,60,Chile,Basic,2023-02-10,272.7,51-60 years
U2951,37,Chile,Basic,2022-04-25,224.5,31-40 years
U2952,34,Mexico,Standard,2023-12-16,529.0,31-40 years
U2953,35,Colombia,Standard,2024-01-01,65.4,31-40 years
U2954,59,Mexico,Standard,2023-06-25,446.1,51-60 years
U2955,26,Colombia,Basic,2022-12-11,343.1,21-30 years
U2956,38,Mexico,Premium,2023-05-30,885.1,31-40 years
U2957,34,Chile,Basic,2022-09-19,462.1,31-40 years
U2958,43,Mexico,Basic,2024-02-26,173.4,41-50 years
U2959,31,Mexico,Premium,2022-04-28,113.9,31-40 years
U2960,31,Colombia,Basic,2023-07-04,36.3,31-40 years
U2961,48,Colombia,Standard,2022-10-20,51.5,41-50 years
U2962,41,Argentina,Standard,2023-09-26,69.1,41-50 years
U2963,32,Argentina,Basic,2022-11-05,452.8,31-40 years
U2964,38,Mexico,Basic,2022-04-17,89.8,31-40 years
U2965,62,Peru,Basic,2023-02-13,187.5,61-70 years
U2966,28,Mexico,Premium,2022-06-18,654.4,21-30 years
U2967,20,Peru,Basic,2022-06-01,84.6,11-20 years
U2968,56,Peru,Standard,2023-07-14,481.1,51-60 years
U2969,18,Colombia,Basic,2022-10-12,113.6,11-20 years
U2970,41,Chile,Basic,2023-11-21,292.2,41-50 years
U2971,29,Colombia,Basic,2022-02-21,277.5,21-30 years
U2972,49,Colombia,Basic,2024-01-06,467.2,41-50 years
U2973,19,Peru,Basic,2023-02-06,291.3,11-20 years
U2974,50,Chile,Basic,2022-05-06,224.4,41-50 years
U2975,57,Colombia,Standard,2023-12-28,136.3,51-60 years
U2976,28,Peru,Premium,2023-08-17,786.8,21-30 years
U2977,52,Mexico,Basic,2023-04-05,298.2,51-60 years
U2978,53,Argentina,Basic,2023-07-10,413.5,51-60 years
U2979,52,Peru,Basic,2023-02-26,292.5,51-60 years
U2980,34,Mexico,Basic,2023-09-02,493.3,31-40 years
U2981,19,Argentina,Basic,2023-05-06,540.0,11-20 years
U2982,47,Argentina,Premium,2022-04-04,55.1,41-50 years
U2983,22,Mexico,Basic,2022-07-06,220.5,21-30 years
U2984,54,Mexico,Basic,2024-02-01,132.6,51-60 years
U2985,52,Argentina,Basic,2022-10-12,328.4,51-60 years
U2986,19,Colombia,Basic,2022-06-12,395.5,11-20 years
U2987,37,Chile,Basic,2022-01-30,374.9,31-40 years
U2988,54,Peru,Premium,2022-09-26,844.7,51-60 years
U2989,41,Mexico,Basic,2023-11-30,102.3,41-50 years
U2990,25,Colombia,Basic,2023-11-11,22.6,21-30 years
U2991,30,Argentina,Standard,2022-08-23,480.8,21-30 years
U2992,40,Mexico,Basic,2023-10-01,248.5,31-40 years
U2993,36,Argentina,Basic,2023-07-31,432.9,31-40 years
U2994,37,Mexico,Standard,2023-01-11,571.1,31-40 years
U2995,19,Mexico,Premium,2023-02-27,292.7,11-20 years
U2996,58,Chile,Premium,2022-12-23,618.7,51-60 years
U2998,42,Chile,Premium,2022-08-23,372.6,41-50 years
U2999,21,Chile,Standard,2023-02-16,191.0,21-30 years
U3000,22,Argentina,Basic,2023-03-02,150.5,21-30 years
U3001,54,Mexico,Basic,2022-12-31,71.0,51-60 years
U3002,20,Colombia,Basic,2023-11-22,501.1,11-20 years
U3003,59,Chile,Premium,2023-08-17,851.6,51-60 years
U3004,29,Mexico,Standard,2022-03-25,262.4,21-30 years
U3005,44,Mexico,Basic,2024-01-11,250.1,41-50 years
U3006,63,Mexico,Basic,2024-02-14,385.5,61-70 years
U3007,63,Mexico,Basic,2022-02-15,395.7,61-70 years
U3008,18,Mexico,Premium,2023-03-16,816.5,11-20 years
U3009,56,Mexico,Standard,2022-07-13,353.1,51-60 years
U3010,45,Colombia,Standard,2023-08-01,351.5,41-50 years
U3011,34,Chile,Basic,2022-08-29,143.0,31-40 years
U3012,52,Mexico,Standard,2022-01-17,356.2,51-60 years
U3013,44,Mexico,Premium,2022-03-04,26.1,41-50 years
U3014,42,Mexico,Standard,2022-01-12,275.7,41-50 years
U3015,31,Mexico,Basic,2022-02-14,102.3,31-40 years
U3016,63,Mexico,Standard,2022-04-04,515.4,61-70 years
U3017,21,Colombia,Standard,2022-05-26,483.8,21-30 years
U3018,36,Mexico,Standard,2023-07-01,533.7,31-40 years
U3019,50,Colombia,Standard,2022-06-27,132.0,41-50 years
U3020,46,Colombia,Basic,2023-06-06,157.1,41-50 years
U3021,19,Argentina,Standard,2023-08-27,640.2,11-20 years
U3022,37,Mexico,Standard,2022-03-04,62.8,31-40 years
U3023,58,Argentina,Premium,2022-08-24,715.1,51-60 years
U3024,22,Argentina,Premium,2023-05-02,59.1,21-30 years
U3025,27,Chile,Basic,2024-01-24,428.5,21-30 years
U3026,29,Chile,Basic,2023-05-11,181.9,21-30 years
U3027,42,Argentina,Standard,2022-09-03,42.3,41-50 years
