session_id,user_id,content_id,watch_date,watch_duration_minutes,completion_percentage,device_type,quality_level
S107031,U2389,M188,2024-03-12,16,14.9,Desktop,HD
S107043,U2389,M029,2024-01-11,19,16.0,Tablet,SD
S107053,U2389,M108,2024-06-10,23,20.8,Smart TV,4K
S107190,U2392,M170,2024-01-16,25,20.2,Tablet,4K
S107197,U2392,S019,2024-03-22,6,16.1,Mobile,SD
S107268,U2394,S016,2024-06-12,8,15.9,Smart TV,HD
S107352,U2397,S006,2024-04-29,6,20.1,Smart TV,4K
S107367,U2398,S014,2024-07-03,12,20.1,Tablet,4K
S107374,U2398,M163,2024-07-16,10,12.3,Gaming Console,SD
S107423,U2399,S100,2024-06-03,7,18.7,Mobile,HD
S107451,U2399,M125,2024-04-20,21,13.1,Mobile,HD
S107453,U2399,M065,2024-05-17,12,12.4,Desktop,SD
S107476,U2400,S035,2024-01-06,9,19.4,Gaming Console,HD
S107486,U2400,M138,2024-06-24,18,12.6,Smart TV,4K
S107800,U2408,M030,2024-03-02,19,13.8,Smart TV,HD
S107807,U2408,S077,2024-08-01,4,20.4,Smart TV,HD
S107809,U2408,S039,2024-02-08,8,17.0,Gaming Console,4K
S107827,U2408,M090,2024-06-28,13,15.5,Mobile,SD
S107836,U2408,S047,2024-04-26,8,14.2,Mobile,HD
S107845,U2408,S047,2024-07-14,11,19.1,Desktop,HD
S107852,U2408,S054,2024-01-07,9,16.4,Desktop,HD
S107912,U2409,M106,2024-08-01,17,18.5,Mobile,SD
S107928,U2410,S060,2024-08-29,5,12.6,Desktop,4K
S107940,U2411,S061,2024-03-04,7,15.2,Mobile,SD
S107967,U2411,M188,2024-01-05,19,17.5,Smart TV,HD
S107991,U2412,M094,2024-06-30,26,15.2,Desktop,SD
S108104,U2415,S055,2024-06-21,9,16.7,Smart TV,4K
S108125,U2415,M101,2024-08-17,28,18.6,Mobile,SD
S108151,U2416,S020,2024-05-27,7,20.1,Smart TV,SD
S108172,U2417,M023,2024-07-16,31,21.6,Smart TV,SD
S108184,U2417,S020,2024-05-20,6,18.8,Mobile,HD
S108193,U2418,M055,2024-02-06,23,16.3,Desktop,HD
S108255,U2419,M193,2024-01-01,17,19.0,Mobile,HD
S108266,U2419,M134,2024-05-17,17,13.4,Mobile,4K
S108357,U2423,M032,2024-01-08,22,17.0,Smart TV,4K
S108361,U2423,S058,2024-05-28,9,16.8,Smart TV,4K
S108372,U2423,S004,2024-02-25,8,15.0,Smart TV,HD
S108398,U2423,M173,2024-03-06,30,18.8,Gaming Console,4K
S108400,U2423,M065,2024-04-13,14,13.9,Mobile,SD
S108425,U2424,M198,2024-05-24,18,18.6,Tablet,HD
S108434,U2424,S076,2024-01-13,6,13.0,Smart TV,4K
S108449,U2424,M125,2024-05-16,24,14.7,Smart TV,HD
S108472,U2425,M129,2024-04-06,20,18.8,Smart TV,4K
S108473,U2425,S001,2024-05-24,9,18.6,Mobile,4K
S108474,U2425,M123,2024-04-13,15,13.0,Desktop,4K
S108479,U2425,M161,2024-02-27,21,20.3,Smart TV,HD
S108487,U2425,M135,2024-05-27,19,11.1,Smart TV,HD
S108491,U2425,M076,2024-04-23,24,14.8,Mobile,HD
S108500,U2425,S036,2024-02-20,5,15.5,Smart TV,4K
S108635,U2429,M001,2024-02-23,30,16.9,Mobile,SD
S108642,U2429,M152,2024-02-03,31,20.8,Gaming Console,4K
S108795,U2432,S013,2024-06-11,10,19.6,Tablet,HD
S108847,U2433,M114,2024-04-05,19,12.4,Smart TV,HD
S108929,U2435,M150,2024-01-15,19,16.4,Tablet,HD
S108954,U2436,M115,2024-06-02,15,18.2,Smart TV,HD
S108958,U2436,S096,2024-06-04,8,14.4,Smart TV,4K
S108962,U2436,S039,2024-02-28,6,11.8,Smart TV,SD
S108985,U2436,M173,2024-06-10,32,19.8,Mobile,HD
S108992,U2436,S080,2024-02-16,6,19.4,Smart TV,HD
S109098,U2439,M198,2024-03-08,18,19.2,Smart TV,4K
S109138,U2440,S079,2024-06-06,9,20.5,Mobile,HD
S109140,U2440,M185,2024-05-14,18,12.8,Mobile,HD
S109169,U2441,M198,2024-08-21,15,16.5,Gaming Console,HD
S109178,U2441,M150,2024-06-15,22,18.3,Smart TV,4K
S109185,U2441,M092,2024-01-25,18,12.9,Mobile,HD
S109362,U2445,S036,2024-05-24,6,18.2,Smart TV,HD
S109377,U2445,S049,2024-02-09,7,20.6,Mobile,HD
S109390,U2445,M134,2024-01-04,24,18.8,Smart TV,4K
S109396,U2445,S065,2024-04-23,6,14.2,Smart TV,4K
S109435,U2447,S064,2024-04-27,7,20.0,Mobile,SD
S109437,U2447,M019,2024-08-26,13,16.0,Mobile,HD
S109441,U2447,M095,2024-08-01,26,20.0,Gaming Console,HD
S109446,U2447,M143,2024-06-01,26,17.4,Desktop,4K
S109461,U2447,M169,2024-06-06,22,14.3,Mobile,SD
S109478,U2447,S068,2024-06-08,3,14.1,Tablet,4K
S109498,U2449,M164,2024-07-17,19,14.0,Mobile,HD
S109499,U2449,M028,2024-03-02,23,13.2,Gaming Console,4K
S109540,U2450,M115,2024-06-06,10,12.9,Tablet,HD
S109553,U2450,M180,2024-08-31,27,16.4,Mobile,4K
S109563,U2451,M125,2024-02-15,22,13.6,Smart TV,4K
S109581,U2451,S047,2024-04-25,8,15.4,Tablet,SD
S109630,U2452,M130,2024-03-01,17,12.6,Smart TV,4K
S109831,U2456,S095,2024-08-06,4,13.5,Smart TV,4K
S109840,U2456,S067,2024-07-05,10,17.7,Smart TV,HD
S109871,U2456,M099,2024-06-30,28,18.2,Mobile,SD
S110242,U2463,M117,2024-03-12,32,19.2,Smart TV,4K
S110244,U2463,M151,2024-08-18,31,21.1,Desktop,HD
S110251,U2463,S014,2024-05-01,9,16.0,Desktop,4K
S110269,U2463,M169,2024-08-27,17,11.2,Smart TV,HD
S110310,U2464,M173,2024-06-17,32,19.5,Smart TV,HD
S110328,U2464,M136,2024-04-26,16,16.1,Smart TV,HD
S110351,U2465,M198,2024-03-02,16,16.8,Tablet,HD
S110371,U2465,M161,2024-07-31,16,15.8,Desktop,HD
S110387,U2465,S045,2024-08-31,5,21.4,Mobile,SD
S110397,U2465,M007,2024-06-19,26,19.7,Desktop,HD
S110418,U2466,S016,2024-03-27,6,10.9,Smart TV,HD
S110433,U2466,M003,2024-03-27,10,10.0,Tablet,HD
S110462,U2466,M105,2024-03-18,14,14.2,Tablet,HD
S110466,U2466,M121,2024-03-03,30,20.2,Smart TV,4K
S110503,U2468,S016,2024-07-11,7,13.2,Smart TV,4K
S110550,U2468,M016,2024-05-30,13,14.7,Desktop,HD
S110555,U2468,S009,2024-06-04,4,12.4,Smart TV,SD
S110561,U2469,M171,2024-02-17,29,20.4,Smart TV,SD
S110693,U2473,M040,2024-02-21,33,19.4,Smart TV,HD
S110700,U2473,S021,2024-01-31,4,10.8,Desktop,4K
S110713,U2473,M173,2024-01-21,23,14.6,Desktop,4K
S110723,U2473,S037,2024-04-03,7,20.1,Smart TV,SD
S110750,U2474,M002,2024-04-05,31,21.7,Mobile,HD
S110767,U2474,M084,2024-06-20,24,17.1,Smart TV,4K
S110769,U2474,M199,2024-01-11,22,12.6,Mobile,4K
S110864,U2477,S099,2024-04-01,6,17.8,Smart TV,HD
S110865,U2477,S014,2024-08-15,11,18.6,Mobile,HD
S110876,U2477,M135,2024-08-20,17,10.1,Tablet,4K
S110885,U2477,M035,2024-06-10,22,20.5,Tablet,HD
S110887,U2478,M088,2024-02-05,18,12.6,Mobile,SD
S110899,U2478,M185,2024-05-07,19,13.6,Desktop,HD
S110905,U2479,M149,2024-08-12,14,12.1,Desktop,4K
S110916,U2479,M002,2024-08-11,23,16.4,Smart TV,SD
S110919,U2479,M193,2024-05-08,17,19.4,Smart TV,SD
S110922,U2479,M142,2024-02-05,28,16.7,Mobile,HD
S111004,U2481,S080,2024-07-08,4,14.2,Tablet,SD
S111011,U2481,M073,2024-08-25,20,14.2,Mobile,HD
S111041,U2481,M136,2024-05-14,21,21.7,Mobile,4K
S111047,U2481,M170,2024-06-17,25,20.6,Smart TV,HD
S111152,U2484,S010,2024-08-08,6,12.8,Smart TV,HD
S111158,U2484,M173,2024-02-15,30,18.9,Mobile,HD
S111194,U2485,M122,2024-04-01,31,20.3,Smart TV,HD
S111196,U2485,M195,2024-03-12,20,19.8,Smart TV,HD
S111258,U2487,M042,2024-04-14,22,13.6,Mobile,SD
S111366,U2490,S058,2024-08-13,6,10.9,Smart TV,4K
S111374,U2490,M019,2024-03-31,16,19.6,Smart TV,HD
S111427,U2492,S009,2024-05-19,6,16.4,Mobile,SD
S111441,U2492,M003,2024-03-21,14,14.3,Gaming Console,HD
S111443,U2492,S056,2024-04-19,10,18.5,Mobile,SD
S111472,U2492,M057,2024-03-11,15,10.7,Desktop,HD
S111481,U2492,M098,2024-03-16,25,18.0,Smart TV,4K
S111615,U2494,M102,2024-01-03,23,16.3,Tablet,4K
S111774,U2497,M125,2024-02-28,34,20.9,Tablet,4K
S111794,U2497,M101,2024-03-26,23,15.2,Smart TV,HD
S111806,U2497,M033,2024-07-30,19,16.5,Smart TV,SD
S111816,U2498,M100,2024-08-04,23,16.4,Tablet,HD
S111834,U2499,M047,2024-08-18,20,16.8,Smart TV,HD
S111846,U2500,S033,2024-05-16,3,12.0,Desktop,4K
S111851,U2500,S097,2024-02-23,4,12.0,Desktop,4K
S111854,U2501,M073,2024-06-20,21,15.1,Desktop,SD
S111860,U2501,M175,2024-07-23,14,10.3,Tablet,SD
S111862,U2501,M049,2024-06-13,19,15.3,Gaming Console,HD
S111866,U2501,M044,2024-01-23,24,18.6,Mobile,HD
S111890,U2501,M183,2024-05-09,12,14.0,Smart TV,HD
S112362,U2510,S037,2024-02-01,4,11.9,Gaming Console,4K
S112379,U2510,M010,2024-08-20,35,20.3,Smart TV,4K
S112381,U2510,M159,2024-03-28,19,19.7,Mobile,HD
S112382,U2510,S041,2024-01-05,6,18.8,Smart TV,SD
S112394,U2510,M196,2024-06-06,14,14.4,Mobile,HD
S112458,U2512,M080,2024-04-17,10,10.5,Smart TV,4K
S112472,U2512,M074,2024-07-03,21,14.9,Smart TV,HD
S112637,U2515,M109,2024-01-24,16,11.3,Smart TV,HD
S112661,U2515,S021,2024-08-01,4,10.2,Mobile,SD
S112675,U2516,M136,2024-05-22,14,14.5,Mobile,SD
S112781,U2518,M104,2024-01-16,22,20.3,Smart TV,HD
S112784,U2518,M181,2024-06-10,21,16.7,Smart TV,4K
S112794,U2518,S018,2024-06-19,4,12.7,Mobile,HD
S112802,U2519,M110,2024-06-10,16,13.4,Smart TV,4K
S112818,U2519,M189,2024-06-06,15,17.5,Mobile,SD
S112835,U2519,M152,2024-07-18,32,20.9,Mobile,SD
S112842,U2519,M010,2024-02-14,23,13.4,Mobile,4K
S112844,U2519,S047,2024-08-23,6,11.1,Smart TV,HD
S112868,U2520,M026,2024-03-20,32,19.8,Smart TV,4K
S112879,U2520,M173,2024-07-03,33,20.3,Desktop,HD
S112882,U2520,M114,2024-06-28,29,18.9,Tablet,HD
S112908,U2521,M184,2024-03-06,12,14.4,Smart TV,HD
S113051,U2523,S067,2024-01-07,9,15.1,Tablet,SD
S113058,U2524,M088,2024-01-30,28,19.7,Tablet,HD
S113069,U2524,M195,2024-08-08,19,19.3,Smart TV,4K
S113070,U2524,S044,2024-05-23,6,13.7,Mobile,SD
S113213,U2528,M081,2024-01-31,27,17.7,Smart TV,4K
S113301,U2530,S008,2024-04-26,3,13.4,Smart TV,HD
S113310,U2530,S075,2024-08-20,5,15.0,Tablet,4K
S113318,U2530,M193,2024-05-29,17,19.8,Desktop,SD
S113354,U2531,M095,2024-01-16,24,18.4,Smart TV,4K
S113382,U2531,S044,2024-06-20,6,13.1,Desktop,SD
S113383,U2531,M174,2024-07-28,15,19.4,Mobile,HD
S113388,U2532,M082,2024-01-08,20,15.3,Mobile,SD
S113396,U2532,S076,2024-03-14,7,14.5,Smart TV,HD
S113405,U2532,M123,2024-07-04,22,19.4,Smart TV,HD
S113426,U2532,M165,2024-01-01,18,11.8,Desktop,HD
S113428,U2532,M172,2024-04-11,24,17.2,Gaming Console,HD
S113479,U2533,M158,2024-06-09,33,19.5,Desktop,HD
S113598,U2540,M136,2024-06-22,19,19.3,Mobile,HD
S113608,U2541,M065,2024-03-07,13,12.9,Smart TV,4K
S113616,U2541,S009,2024-06-27,6,16.5,Smart TV,4K
S113635,U2541,S029,2024-08-19,6,15.6,Mobile,HD
S113655,U2541,S088,2024-01-23,10,18.7,Mobile,HD
S113682,U2542,M181,2024-02-05,22,17.8,Desktop,HD
S113697,U2543,M143,2024-08-05,32,21.2,Mobile,HD
S113703,U2543,M146,2024-06-03,15,18.7,Smart TV,4K
S113709,U2543,S007,2024-05-01,10,18.4,Tablet,HD
S113733,U2544,M023,2024-04-11,30,20.6,Mobile,SD
S113746,U2544,S049,2024-06-03,6,17.1,Tablet,SD
S113751,U2544,S045,2024-08-21,3,13.4,Desktop,HD
S113756,U2544,M090,2024-08-09,18,21.4,Mobile,4K
S113830,U2545,S067,2024-01-22,9,15.7,Smart TV,4K
S113937,U2547,M152,2024-03-28,30,20.0,Mobile,HD
S113941,U2547,M042,2024-04-29,17,11.0,Mobile,HD
S113988,U2549,S018,2024-05-02,6,18.6,Desktop,HD
S114001,U2549,M160,2024-04-10,23,14.9,Desktop,4K
S114040,U2549,M183,2024-01-20,13,15.7,Desktop,HD
S114055,U2549,S065,2024-04-23,5,13.6,Smart TV,SD
S114099,U2553,M012,2024-04-21,13,13.4,Smart TV,HD
S114109,U2553,M008,2024-01-17,17,11.3,Desktop,HD
S114115,U2553,M169,2024-01-01,31,20.2,Smart TV,4K
S114382,U2559,M117,2024-07-23,29,17.2,Smart TV,HD
S114385,U2559,M165,2024-07-03,25,16.4,Smart TV,SD
S114386,U2559,M185,2024-05-15,22,15.5,Smart TV,SD
S114601,U2565,M150,2024-03-09,19,16.1,Tablet,HD
S114624,U2565,M165,2024-08-12,24,15.9,Desktop,4K
S114637,U2565,M023,2024-05-23,17,11.7,Mobile,4K
S114643,U2565,M104,2024-04-22,11,10.6,Mobile,4K
S114751,U2567,M150,2024-07-19,14,11.5,Mobile,HD
S114768,U2567,S007,2024-07-25,5,10.3,Smart TV,HD
S114989,U2572,M102,2024-01-04,31,21.1,Smart TV,HD
S114998,U2573,S061,2024-07-02,9,18.6,Tablet,HD
S115024,U2574,M062,2024-02-28,16,12.1,Mobile,HD
S115037,U2574,S096,2024-08-13,11,19.3,Smart TV,HD
S115045,U2574,M013,2024-03-06,36,20.5,Tablet,SD
S115050,U2574,M037,2024-06-03,9,10.3,Mobile,SD
S115054,U2574,M032,2024-04-01,27,20.8,Mobile,SD
S115065,U2575,M173,2024-02-24,24,15.1,Desktop,4K
S115120,U2575,M156,2024-01-24,29,16.6,Smart TV,SD
S115151,U2576,M196,2024-02-26,17,17.8,Smart TV,SD
S115158,U2576,S045,2024-01-02,3,16.3,Smart TV,HD
S115187,U2576,M173,2024-02-20,31,19.4,Mobile,SD
S115475,U2581,S017,2024-07-23,6,17.7,Desktop,HD
S115481,U2581,S055,2024-05-07,11,19.4,Mobile,HD
S115482,U2582,M033,2024-07-18,15,12.6,Mobile,SD
S115486,U2582,S037,2024-07-06,5,13.6,Smart TV,4K
S115614,U2584,S088,2024-05-22,11,20.4,Mobile,SD
S115760,U2586,M096,2024-03-01,14,16.6,Desktop,HD
S115819,U2587,M186,2024-07-26,24,16.0,Mobile,SD
S115820,U2587,S001,2024-08-20,10,20.3,Tablet,4K
S115836,U2587,M080,2024-02-24,21,21.3,Tablet,HD
S115886,U2589,S008,2024-07-17,4,16.1,Tablet,SD
S115891,U2589,M049,2024-07-11,21,16.7,Smart TV,HD
S115910,U2590,M101,2024-04-08,30,19.9,Smart TV,HD
S115915,U2590,M072,2024-08-24,24,20.0,Mobile,HD
S116205,U2596,M188,2024-05-22,16,14.6,Mobile,HD
S116234,U2597,S053,2024-01-09,6,16.1,Desktop,HD
S116262,U2598,M030,2024-08-18,22,15.5,Smart TV,HD
S116274,U2598,M036,2024-05-26,14,15.0,Smart TV,HD
S116308,U2598,M161,2024-06-05,16,15.6,Smart TV,HD
S116309,U2598,M193,2024-01-20,13,14.7,Mobile,HD
S116323,U2599,M040,2024-02-15,22,13.3,Smart TV,HD
S116371,U2600,M181,2024-04-01,21,17.4,Smart TV,HD
S116389,U2600,M184,2024-06-09,15,18.1,Desktop,4K
S116407,U2601,M015,2024-02-18,25,14.2,Gaming Console,HD
S116427,U2601,S028,2024-02-29,9,21.3,Mobile,SD
S116456,U2603,S043,2024-01-09,7,20.0,Desktop,SD
S116476,U2604,S049,2024-07-09,4,12.9,Smart TV,HD
S116579,U2606,M053,2024-03-25,23,14.3,Smart TV,HD
S116585,U2606,M109,2024-03-26,26,18.2,Desktop,HD
S116702,U2610,M100,2024-03-21,22,15.2,Smart TV,4K
S116719,U2610,M037,2024-08-30,10,11.5,Smart TV,HD
S116736,U2611,M116,2024-06-05,19,14.1,Smart TV,HD
S116790,U2614,S013,2024-02-19,8,16.0,Desktop,SD
S116857,U2616,S043,2024-08-14,6,20.0,Smart TV,HD
S116868,U2616,M179,2024-07-24,23,13.4,Tablet,SD
S116875,U2616,M106,2024-08-13,10,11.1,Mobile,SD
S116884,U2616,M188,2024-05-31,15,13.5,Tablet,SD
S116886,U2616,M045,2024-06-04,23,19.4,Gaming Console,HD
S116913,U2617,S016,2024-04-20,9,17.6,Smart TV,4K
S116914,U2617,M100,2024-02-08,23,16.5,Desktop,SD
S116924,U2617,M135,2024-03-18,17,10.3,Mobile,HD
S117007,U2619,M177,2024-08-11,29,17.9,Tablet,SD
S117221,U2625,M146,2024-07-12,16,20.8,Tablet,HD
S117234,U2625,S016,2024-03-23,11,20.5,Mobile,4K
S117238,U2625,M019,2024-07-24,16,19.4,Desktop,HD
S117442,U2629,S035,2024-03-10,9,18.5,Mobile,HD
S117444,U2629,M136,2024-06-04,16,16.7,Tablet,HD
S117462,U2629,M142,2024-08-06,19,11.5,Tablet,SD
S117481,U2630,S055,2024-04-09,8,15.1,Mobile,HD
S117485,U2630,M092,2024-02-11,30,20.9,Mobile,SD
S117488,U2630,M168,2024-04-23,20,15.0,Tablet,HD
S117494,U2630,M196,2024-02-08,10,10.0,Mobile,SD
S117496,U2630,M053,2024-07-09,24,15.0,Desktop,HD
S117515,U2630,M121,2024-05-21,21,14.3,Smart TV,HD
S117525,U2630,M136,2024-01-05,18,18.0,Desktop,HD
S117554,U2631,M171,2024-04-14,22,15.4,Desktop,HD
S117562,U2631,M033,2024-04-04,21,18.4,Gaming Console,HD
S117689,U2634,S073,2024-05-27,5,10.9,Mobile,4K
S117711,U2634,S036,2024-01-08,3,10.3,Tablet,SD
S117731,U2635,M027,2024-08-20,14,11.1,Tablet,HD
S117732,U2635,S039,2024-08-13,6,12.6,Mobile,HD
S117740,U2635,S006,2024-08-23,3,10.4,Smart TV,HD
S117872,U2638,M015,2024-05-24,35,19.9,Smart TV,HD
S117879,U2638,M134,2024-04-22,28,21.6,Desktop,HD
S117880,U2638,S004,2024-02-16,8,14.9,Desktop,4K
S117904,U2638,M062,2024-07-15,25,18.9,Smart TV,HD
S117932,U2639,M188,2024-06-19,17,15.3,Mobile,4K
S117975,U2640,M073,2024-07-10,30,21.3,Mobile,HD
S118013,U2642,M107,2024-07-15,12,14.0,Smart TV,HD
S118029,U2642,M050,2024-03-12,16,17.6,Desktop,HD
S118036,U2642,M084,2024-01-12,24,17.7,Smart TV,SD
S118037,U2642,S070,2024-04-22,11,21.1,Mobile,SD
S118038,U2642,M150,2024-07-03,14,11.8,Smart TV,HD
S118052,U2643,S054,2024-04-22,8,15.8,Smart TV,4K
S118054,U2643,M187,2024-03-26,21,13.9,Smart TV,SD
S118061,U2643,S095,2024-04-24,3,11.9,Gaming Console,HD
S118092,U2645,S033,2024-04-15,4,16.7,Desktop,HD
S118093,U2645,M131,2024-07-19,24,13.6,Mobile,HD
S118169,U2647,M183,2024-05-22,13,15.8,Mobile,4K
S118401,U2653,M059,2024-02-19,20,13.9,Smart TV,4K
S118557,U2656,M001,2024-08-29,23,13.0,Smart TV,HD
S118574,U2656,M046,2024-03-19,30,20.8,Mobile,SD
S118755,U2659,S037,2024-06-10,8,21.1,Smart TV,HD
S118785,U2659,M101,2024-08-01,21,14.0,Mobile,SD
S118794,U2659,M018,2024-07-10,10,12.6,Mobile,HD
S118797,U2660,M050,2024-02-29,17,18.4,Tablet,SD
S118798,U2660,M181,2024-07-18,14,11.4,Smart TV,SD
S118826,U2660,S089,2024-01-01,7,17.8,Tablet,SD
S118830,U2660,S043,2024-05-18,7,20.1,Mobile,HD
S118845,U2660,S010,2024-02-29,6,12.2,Smart TV,HD
S118869,U2661,M076,2024-04-10,26,16.1,Mobile,SD
S118872,U2661,M142,2024-03-05,33,19.6,Tablet,4K
S118886,U2661,M186,2024-04-24,22,14.6,Smart TV,4K
S118892,U2661,M197,2024-08-05,33,21.5,Mobile,HD
S118913,U2662,S053,2024-02-13,5,11.9,Smart TV,HD
S119137,U2666,M197,2024-07-09,21,13.6,Desktop,4K
S119189,U2667,S007,2024-05-29,7,13.3,Mobile,HD
S119217,U2667,M092,2024-08-09,20,14.1,Mobile,HD
S119258,U2669,S006,2024-02-02,3,11.6,Smart TV,HD
S119261,U2669,M109,2024-03-19,18,12.7,Mobile,HD
S119262,U2669,M142,2024-06-26,20,11.7,Tablet,HD
S119302,U2669,M059,2024-04-18,25,17.4,Smart TV,HD
S119312,U2669,S062,2024-04-13,9,17.2,Tablet,SD
S119328,U2670,M059,2024-08-22,23,16.0,Mobile,HD
S119442,U2672,M185,2024-08-22,18,12.4,Desktop,SD
S119453,U2672,M080,2024-05-31,19,20.1,Mobile,SD
S119486,U2673,M093,2024-02-10,12,14.3,Mobile,HD
S119576,U2676,M098,2024-03-04,25,18.3,Mobile,HD
S119580,U2676,M089,2024-06-04,12,11.3,Mobile,HD
S119596,U2676,M142,2024-02-14,30,17.6,Mobile,HD
S119612,U2676,M170,2024-01-18,24,19.8,Smart TV,4K
S119614,U2676,S028,2024-08-20,7,15.8,Smart TV,4K
S119616,U2676,M032,2024-05-09,13,10.0,Tablet,4K
S119624,U2676,S004,2024-08-31,10,19.0,Smart TV,HD
S119650,U2677,M016,2024-06-23,17,18.4,Smart TV,HD
S119700,U2678,M193,2024-05-21,13,15.3,Smart TV,HD
S119701,U2678,S055,2024-06-21,6,11.5,Tablet,HD
S119702,U2678,M197,2024-01-28,30,19.4,Smart TV,4K
S119708,U2678,S100,2024-06-17,6,17.8,Tablet,4K
S120003,U2684,M121,2024-02-29,28,18.8,Desktop,4K
S120032,U2684,M116,2024-08-12,14,10.9,Desktop,HD
S120054,U2685,M029,2024-03-22,21,17.7,Smart TV,4K
S120061,U2685,M200,2024-02-26,22,18.2,Mobile,SD
S120066,U2685,M174,2024-05-27,16,20.7,Gaming Console,HD
S120085,U2685,M163,2024-05-24,12,14.9,Mobile,SD
S120119,U2687,M104,2024-03-18,23,21.4,Smart TV,HD
S120125,U2687,M089,2024-05-16,15,14.9,Mobile,4K
S120134,U2687,M123,2024-07-03,23,19.6,Mobile,SD
S120138,U2688,M058,2024-05-02,36,21.0,Smart TV,SD
S120140,U2688,S070,2024-07-04,8,16.0,Mobile,HD
S120261,U2690,M128,2024-01-24,27,19.1,Mobile,HD
S120686,U2698,S052,2024-06-04,7,12.9,Smart TV,HD
S120714,U2699,M136,2024-05-14,20,20.9,Tablet,HD
S120770,U2700,S095,2024-07-16,3,11.6,Smart TV,4K
S120860,U2702,M130,2024-05-31,14,10.5,Mobile,HD
S120884,U2703,M134,2024-08-06,16,12.7,Mobile,SD
S121146,U2709,S033,2024-07-12,2,10.5,Smart TV,HD
S121186,U2710,M007,2024-04-09,23,17.2,Smart TV,HD
S121201,U2710,M099,2024-01-12,24,15.4,Tablet,HD
S121295,U2712,S006,2024-06-06,3,12.1,Mobile,HD
S121298,U2712,M107,2024-08-01,18,20.1,Smart TV,HD
S121521,U2717,M096,2024-02-01,9,11.0,Mobile,HD
S121522,U2717,M113,2024-08-30,32,18.5,Desktop,4K
S121586,U2718,M130,2024-01-10,25,18.4,Smart TV,HD
S121673,U2720,M135,2024-04-29,22,13.2,Tablet,HD
S121694,U2720,M146,2024-03-12,13,17.0,Smart TV,HD
S121720,U2720,M027,2024-08-30,15,12.1,Tablet,HD
S121744,U2721,M151,2024-08-14,20,14.2,Desktop,4K
S122015,U2729,S077,2024-06-03,2,11.9,Mobile,HD
S122055,U2729,M037,2024-07-11,10,11.1,Smart TV,4K
S122082,U2729,S045,2024-06-12,3,14.0,Smart TV,HD
S122105,U2730,S047,2024-02-19,11,20.5,Smart TV,4K
S122189,U2732,M016,2024-01-31,13,14.5,Mobile,HD
S122204,U2732,M079,2024-08-25,28,18.5,Mobile,SD
S122266,U2734,S087,2024-03-19,11,21.2,Smart TV,SD
S122293,U2735,S004,2024-01-18,6,10.7,Mobile,4K
S122311,U2736,M104,2024-04-05,19,18.2,Mobile,HD
S122345,U2736,S016,2024-05-16,9,17.8,Tablet,4K
S122499,U2740,M015,2024-07-12,28,16.3,Tablet,SD
S122510,U2740,S058,2024-01-01,7,13.2,Smart TV,HD
S122525,U2740,M146,2024-04-08,13,17.0,Tablet,HD
S122572,U2741,S062,2024-01-17,9,16.8,Smart TV,HD
S122584,U2741,M049,2024-03-30,25,20.6,Desktop,SD
S122613,U2742,S061,2024-08-12,9,19.7,Tablet,4K
S122628,U2743,M072,2024-02-27,15,12.3,Desktop,4K
S122633,U2743,S066,2024-08-01,6,17.3,Mobile,4K
S122656,U2743,S048,2024-04-06,4,14.1,Smart TV,4K
S122690,U2744,M083,2024-07-13,21,18.4,Mobile,SD
S122691,U2744,M199,2024-02-16,23,13.2,Tablet,HD
S122693,U2744,M084,2024-07-15,18,13.0,Smart TV,HD
S122698,U2745,M142,2024-02-15,18,11.0,Smart TV,HD
S122716,U2745,M149,2024-07-23,17,14.9,Mobile,HD
S122730,U2745,M189,2024-03-14,18,20.9,Smart TV,4K
S122774,U2746,S007,2024-04-11,7,12.7,Smart TV,4K
S122794,U2746,M062,2024-04-11,28,21.2,Mobile,4K
S122797,U2746,M036,2024-05-20,18,18.5,Mobile,SD
S122808,U2747,S004,2024-04-03,11,19.7,Mobile,HD
S122838,U2747,S081,2024-05-16,5,19.7,Tablet,SD
S122852,U2748,M125,2024-03-20,18,11.0,Mobile,HD
S122864,U2748,S037,2024-07-29,4,12.3,Mobile,HD
S122917,U2749,M198,2024-05-28,9,10.0,Desktop,HD
S122962,U2751,S007,2024-01-17,11,20.4,Mobile,HD
S122999,U2751,M160,2024-03-11,27,16.9,Mobile,SD
S123033,U2753,M010,2024-07-02,35,20.3,Mobile,4K
S123045,U2753,M065,2024-08-07,19,18.8,Mobile,HD
S123069,U2755,M104,2024-08-13,11,10.4,Mobile,SD
S123082,U2755,M168,2024-01-29,17,12.3,Desktop,SD
S123203,U2757,S045,2024-02-16,4,19.9,Mobile,SD
S123310,U2760,M055,2024-07-17,21,15.0,Smart TV,SD
S123315,U2760,M123,2024-01-17,13,11.4,Mobile,HD
S123570,U2764,M158,2024-02-12,18,10.5,Mobile,4K
S123578,U2764,S046,2024-03-03,3,18.6,Gaming Console,4K
S123615,U2765,M177,2024-03-14,35,21.0,Mobile,SD
S123625,U2765,M148,2024-05-15,31,20.0,Smart TV,4K
S123644,U2765,M169,2024-04-15,31,19.8,Desktop,HD
S123682,U2766,M136,2024-07-30,11,11.6,Mobile,SD
S123683,U2766,M105,2024-01-03,10,10.3,Mobile,HD
S123690,U2767,M161,2024-07-05,13,12.7,Gaming Console,HD
S123691,U2767,M188,2024-03-10,24,21.1,Desktop,HD
